CTR ID,Customer ID,Branch,Txn Date,Amount (PHP),Type,Status,Filed Date
01f9986dc068999e37dfa2867c63d4b4,CUSTEA5BB60D-242,DVO001,2026-05-08,5000000.00,SINGLE_CASH,PENDING,
1a02ff1dcea9d2f18bc5b58ccca78c2a,CUST9B5CC4FE-FED,MKT001,2026-05-08,1000000.00,RELATED_CASH,PENDING,
f3289016dfb9649b9aace6f95fc9f837,CUST9B5CC4FE-FED,MKT001,2026-05-08,1000000.00,SINGLE_CASH,PENDING,
5a9c23204a7f15922438e3afb7ccbd11,CUST384F424A-A8D,DVO001,2026-05-08,1000000.00,SINGLE_CASH,PENDING,
c3285e8ff2dff90a0289393e04eebb83,CUST384F424A-A8D,DVO001,2026-05-08,1000000.00,RELATED_CASH,PENDING,
50dd2f0b88aee5207b36603241dd0997,CUSTC9FCF189-B36,CEB001,2026-05-08,204494.79,RELATED_CASH,PENDING,
6020e75554dbba07c44353e255e1ef4a,CUSTBF50DD79-067,MKT001,2026-05-08,500000.00,SINGLE_CASH,PENDING,
e2c5ca36b137e2f6b4d1cd70f711b2a8,CUSTBF50DD79-067,MKT001,2026-05-08,500000.00,RELATED_CASH,PENDING,
a55972d569355275603122cabb6fae1b,CUSTB1482E5C-B66,,2026-05-08,5000000.00,RELATED_CASH,PENDING,
d5538466de79789857052cde4bb44527,CUSTB1482E5C-B66,,2026-05-08,5000000.00,SINGLE_CASH,PENDING,
4c846562a8e97af97c285c986cbea09d,CUSTBE61F2B4-5A9,CEB001,2026-05-08,500000.00,SINGLE_CASH,PENDING,
81ef21611b98613b1abbd532c40bdbbf,CUSTBE61F2B4-5A9,CEB001,2026-05-08,500000.00,RELATED_CASH,PENDING,
6f033baa171a5ed4677d6fe6e217d010,CUSTF6B522C8-B19,DVO001,2026-05-08,1000000.00,RELATED_CASH,PENDING,
f0eac155158f541790bae484dc25ffc0,CUSTF6B522C8-B19,DVO001,2026-05-08,1000000.00,SINGLE_CASH,PENDING,
d9ef30f4fed4465281b9c50046241b6a,CUST162EA2D1-F94,MKT001,2026-05-08,1000000.00,RELATED_CASH,PENDING,
ce455bec5c501d157e969d3955db48e5,CUST162EA2D1-F94,MKT001,2026-05-08,1000000.00,SINGLE_CASH,PENDING,
c57ccc1f69e8e258de5caa87d49033d6,CUSTA675540A-70B,CEB001,2026-05-08,337283.15,RELATED_CASH,PENDING,
74cce185f9664aa15aa07511a244da34,CUSTD58F4A21-BC3,CEB001,2026-05-08,496790.90,RELATED_CASH,PENDING,
39943e102c342a4e98e973777743166d,CUST8E8B83A2-D53,CEB001,2026-05-08,459223.39,RELATED_CASH,PENDING,
2ea7307986c3af8b64fee429b6c44e71,CUSTA572842D-FCE,MKT001,2026-05-08,215608.83,RELATED_CASH,PENDING,
a1d7bac86b94ef4e9914b9c1f7d64e4b,CUST755B2749-E2B,,2026-05-08,1000000.00,RELATED_CASH,PENDING,
f8a9d1f3c4dadb437c10b8b9e5d6b75f,CUST755B2749-E2B,,2026-05-08,1000000.00,SINGLE_CASH,PENDING,
11fed9e859a044573ceed42cbf883077,CUSTC9FCF189-B36,CEB001,2026-05-08,500000.00,SINGLE_CASH,PENDING,
7cfcd24a1db18fa0801f4197f2ec60cf,CUST319B2442-4F2,MKT001,2026-05-08,491370.20,RELATED_CASH,PENDING,
d56a4b08c01fc78350e398b3d230614d,CUST2FE1F7BA-843,,2026-05-08,210250.15,RELATED_CASH,PENDING,
76269cb10903cba4033ad3a42740d793,CUSTA29E2C33-9F7,,2026-05-08,233725.46,RELATED_CASH,PENDING,
5b2f80e4293a0f2203a47b4bb7e1d707,CUSTA1E6B541-06F,MKT001,2026-05-08,162830.15,RELATED_CASH,PENDING,
dd30dc372a4fa0a2c4e858a48584ba9b,CUST86089A72-538,DVO001,2026-05-08,1000000.00,RELATED_CASH,PENDING,
e044f78688cb77475674d19c4e6af64a,CUST86089A72-538,DVO001,2026-05-08,1000000.00,SINGLE_CASH,PENDING,
da6cba9ef6efc5709a9ed8ed696ddb05,CUSTD42343DE-102,DVO001,2026-05-08,1000000.00,SINGLE_CASH,PENDING,
76b68f456fa1bf078cbec96e77bd03df,CUSTD42343DE-102,DVO001,2026-05-08,1000000.00,RELATED_CASH,PENDING,
2786e59b3e146e8b7dc72872159c29e7,CUSTE1BAB2E6-9ED,,2026-05-08,128174.56,RELATED_CASH,PENDING,
b50a79e06ce5418b1e45c4c9a66bd599,CUST377AD470-C90,CEB001,2026-05-08,1000000.00,SINGLE_CASH,PENDING,
1b7a80a580a65e9d216183509cd5e11f,CUST377AD470-C90,CEB001,2026-05-08,1000000.00,RELATED_CASH,PENDING,
6a066bb523e9ddbfad1eba1232f97aa3,CUST057BDD7B-7C0,DVO001,2026-05-08,372197.02,RELATED_CASH,PENDING,
5dc4d7b3d0fddbf50899852484cf4e1d,CUST1B198EB9-DF4,MKT001,2026-05-08,291021.18,RELATED_CASH,PENDING,
5b090fb1a56c72c1b2219a2fae570965,CUSTAEA4ABCB-2A6,CEB001,2026-05-08,494875.58,RELATED_CASH,PENDING,
cf9b59ec76b7ad937c6d375413ae735c,CUST1B198EB9-DF4,MKT001,2026-05-08,1000000.00,SINGLE_CASH,PENDING,
3ca711bccb8c459b5fe21ed4e11ec4c0,CUST70FC068F-766,CEB001,2026-05-08,299516.89,RELATED_CASH,PENDING,
4c7461c739650a54efd1acbb7ce2d823,CUST4E2BCDE9-FAA,CEB001,2026-05-08,334900.28,RELATED_CASH,PENDING,
f972267cfcecacea65c67c5eea502ff9,CUST5A97F3A7-ABC,,2026-05-08,159602.35,RELATED_CASH,PENDING,
7b42324a0c5ca26bd28facd68b498758,CUST8DE3210A-E13,MKT001,2026-05-08,459532.40,RELATED_CASH,PENDING,
27f169a65406cc22b2e6dbef83d5cbf4,CUSTC26C6BE9-60C,CEB001,2026-05-08,410685.59,RELATED_CASH,PENDING,
d357a235a44e12bef41d8bb5ee43bf6c,CUST8B82D285-CA6,DVO001,2026-05-08,459014.25,RELATED_CASH,PENDING,
7630d20554373ddcdc07c09075e18d5a,CUSTDACA9C17-588,,2026-05-08,498511.57,RELATED_CASH,PENDING,
d2039b9bd27870f435295e5afd912320,CUSTA4B05479-D5F,DVO001,2026-05-08,481851.99,RELATED_CASH,PENDING,
f67d1101178ed6480f8f854bd1a87844,CUST3966C07D-FE5,MKT001,2026-05-08,474370.37,RELATED_CASH,PENDING,
ff0850e1d3d37dbf27b5cf99160b4eda,CUST8157CCE6-6F4,DVO001,2026-05-08,1000000.00,RELATED_CASH,PENDING,
6d547afa196adaaf96529d25f97dadd9,CUST8157CCE6-6F4,DVO001,2026-05-08,1000000.00,SINGLE_CASH,PENDING,
56781bf10fcc3858536bb225fe0c4781,CUSTAB000263-18C,CEB001,2026-05-08,496615.10,RELATED_CASH,PENDING,
9e6828783f9097e6edbe3fcd47b037f2,CUSTD4DAF24D-560,MKT001,2026-05-08,500000.00,RELATED_CASH,PENDING,
233af7078eeb68772f23d99fc3912ccd,CUSTD4DAF24D-560,MKT001,2026-05-08,500000.00,SINGLE_CASH,PENDING,
99fa6ceed7433c7d5d37b33a38329218,CUST68E16772-C1F,,2026-05-08,460605.84,RELATED_CASH,PENDING,
ddaffcce9aa3ad8df9fa4bcda6d33ab2,CUSTE34498E1-9FA,MKT001,2026-05-08,473604.43,RELATED_CASH,PENDING,
480bfd17af76a6ffe817df5c81b053cf,CUSTEA5BB60D-242,DVO001,2026-05-08,1000000.00,SINGLE_CASH,PENDING,
5521ec688863ad7903e5c929860316bb,CUSTF3BD4FAC-34C,CEB001,2026-05-08,500000.00,SINGLE_CASH,PENDING,
9810a164a0971e623c11ea23c3ebfc44,CUSTF3BD4FAC-34C,CEB001,2026-05-08,500000.00,RELATED_CASH,PENDING,
27e9f1b2e8273480f79170f68698d831,CUSTE439E991-BC9,MKT001,2026-05-08,234082.54,RELATED_CASH,PENDING,
adfe4c32778c9026fe16ee62d163835f,CUST454610BE-B59,CEB001,2026-05-08,380441.83,RELATED_CASH,PENDING,
af4d41e6ab1eb892a47578579505075f,CUST454610BE-B59,CEB001,2026-05-08,500000.00,SINGLE_CASH,PENDING,
8db991f67c9cb4e7df71c17ece7615f5,CUST114D7126-3CB,,2026-05-08,326135.66,RELATED_CASH,PENDING,
ab9f22562c0f1b1cd377bec670c7d9d9,CUST0913B96B-F7A,MKT001,2026-05-08,123340.72,RELATED_CASH,PENDING,
252c38d7ba8725d0142dce67b075133c,CUSTD2F62CD0-778,,2026-05-08,5000000.00,SINGLE_CASH,PENDING,
52fd0b599a345e39b1c723c3323668c5,CUSTD2F62CD0-778,,2026-05-08,5000000.00,RELATED_CASH,PENDING,
e89ec0e4ed081d098e75d0727ec1d024,CUST2AA08911-E1E,CEB001,2026-05-08,1000000.00,RELATED_CASH,PENDING,
7d349d0611f3888cd874289de98ce7fe,CUST2AA08911-E1E,CEB001,2026-05-08,1000000.00,SINGLE_CASH,PENDING,
1b2ef578824c7ac2cddbe2f266d58ebc,CUSTD4EF1638-AFB,MKT001,2026-05-08,473922.49,RELATED_CASH,PENDING,
4d34e22c2d24ed2a2ebbaca057af10bb,CUST66D62AAB-484,CEB001,2026-05-08,5000000.00,RELATED_CASH,PENDING,
352c70dc086bc21c68df6201113e11fd,CUST66D62AAB-484,CEB001,2026-05-08,5000000.00,SINGLE_CASH,PENDING,
ec2f828613c69fd2d1a7c4df08bad0ab,CUST319B2442-4F2,MKT001,2026-05-08,5000000.00,SINGLE_CASH,PENDING,
d0a773483c3f829e7b43277026fc93eb,CUST910C10A8-958,DVO001,2026-05-08,1000000.00,SINGLE_CASH,PENDING,
e7385cf64a2aeed3be2e0ddd2988e989,CUST910C10A8-958,DVO001,2026-05-08,1000000.00,RELATED_CASH,PENDING,
a9806f00f2eb9af595e08fdc5dd96ed2,CUSTEA5BB60D-242,DVO001,2026-05-08,1000000.00,SINGLE_CASH,PENDING,
9146008b92d570a9dfc043e4b4a9989f,CUST4FF470CD-E03,DVO001,2026-05-08,1000000.00,SINGLE_CASH,PENDING,
a21de58028400606536fd570623c4aa7,CUST4FF470CD-E03,DVO001,2026-05-08,1000000.00,RELATED_CASH,PENDING,
8b6f0294a6a8b6482da53d5ee1fb03b7,CUSTAAD2104E-69C,CEB001,2026-05-08,465992.34,RELATED_CASH,PENDING,
1a531c0dd1004057a3ea11c8740bcbdc,CUST2C55563F-1E7,,2026-05-08,5000000.00,SINGLE_CASH,PENDING,
27f01c5d81a31550f13a67c66ed02beb,CUST2C55563F-1E7,,2026-05-08,5000000.00,RELATED_CASH,PENDING,
9a3176829df3669d5f1078969212458c,CUST377AD470-C90,CEB001,2026-05-08,1000000.00,SINGLE_CASH,PENDING,
5fbfd2801b0d90e96506e85d63e7a79b,CUST0C4E02DB-691,DVO001,2026-05-08,500000.00,SINGLE_CASH,PENDING,
990396ab9a28e39ff36fe34846f3e99e,CUST162EA2D1-F94,MKT001,2026-05-08,5000000.00,SINGLE_CASH,PENDING,
07037ccf49aa02d51464e6eb364f5c21,CUSTB90AC8E7-A76,,2026-05-08,5000000.00,RELATED_CASH,PENDING,
41e7e325dce15c87e9da166faa0019c6,CUSTB90AC8E7-A76,,2026-05-08,5000000.00,SINGLE_CASH,PENDING,
11ce664130f72933b7f6af1bf9d2463f,CUST1E5E1DE6-D48,CEB001,2026-05-08,500000.00,SINGLE_CASH,PENDING,
669479c90de357ba4fb70c599c0dd9e5,CUST1E5E1DE6-D48,CEB001,2026-05-08,500000.00,RELATED_CASH,PENDING,
b69fcab575c22f494cf11f3497f65373,CUSTCF0F2DA4-25E,CEB001,2026-05-08,499099.38,RELATED_CASH,PENDING,
a2462ff9eb99b709df9bbac0318acace,CUST36420E8C-B00,DVO001,2026-05-08,500000.00,RELATED_CASH,PENDING,
51379b5402532924c7e8147b226f0ded,CUST36420E8C-B00,DVO001,2026-05-08,500000.00,SINGLE_CASH,PENDING,
acde24e056b25d407846ccc5c7d7f97c,CUST61AC71E4-128,,2026-05-08,478877.00,RELATED_CASH,PENDING,
d8b1b02f1576cbb6b0d29892c5880a98,CUST66A7E74D-A65,MKT001,2026-05-08,1000000.00,RELATED_CASH,PENDING,
0b6bb49e1837a88c21a53236a5cad65d,CUST66A7E74D-A65,MKT001,2026-05-08,1000000.00,SINGLE_CASH,PENDING,
148bf7805d5fd457fb1d35f1b5ae5c6b,CUSTAB000263-18C,CEB001,2026-05-08,500000.00,SINGLE_CASH,PENDING,
b37720be6ce7380a0df19ec97684ef63,CUSTB7C541B9-8A6,DVO001,2026-05-08,1000000.00,SINGLE_CASH,PENDING,
476c0f97b7a1ae9bb7e680e208170b36,CUSTB7C541B9-8A6,DVO001,2026-05-08,1000000.00,RELATED_CASH,PENDING,
7b1f3dfe33d8397d4e3b783994b23242,CUSTA572842D-FCE,MKT001,2026-05-08,500000.00,SINGLE_CASH,PENDING,
66fe932dc556848e1ac59998c5f3bfa9,CUST0C4E02DB-691,DVO001,2026-05-08,500000.00,SINGLE_CASH,PENDING,
b0fa733dad8c1155f6cd045c192dce83,CUST5FEB429C-30A,MKT001,2026-05-08,489291.45,RELATED_CASH,PENDING,
bcbe73f73c7d7fb2fb0af507221be1df,CUST3285866C-3EB,MKT001,2026-05-08,439907.12,RELATED_CASH,PENDING,
20663b34eee70bd0e043bfcf1d9efa29,CUST13E54F04-747,MKT001,2026-05-08,464833.43,RELATED_CASH,PENDING,
9ad879c37cd7dc9782b4a5f910a316a2,CUST2FE1F7BA-843,,2026-05-08,500000.00,SINGLE_CASH,PENDING,
ceaef6a1f976cf70bee6a50fc2545174,CUSTD42343DE-102,DVO001,2026-05-08,1000000.00,SINGLE_CASH,PENDING,
edd970442321cecaef48e240c8d9fc87,CUST7CD56565-ABA,CEB001,2026-05-08,475466.33,RELATED_CASH,PENDING,
c4a49c9d48177a36982b51fc067d455c,CUST4DB663B6-651,,2026-05-08,486219.89,RELATED_CASH,PENDING,
4811bec6ce7ebb6442e6d825755a1e39,CUST319B2442-4F2,MKT001,2026-05-08,500000.00,SINGLE_CASH,PENDING,
9b6cdf5067e2bc8122a2c1ad5ffbc232,CUST61AC71E4-128,,2026-05-08,500000.00,SINGLE_CASH,PENDING,
b1e6b93955b44534216b6c0c426ba1b1,CUSTB1482E5C-B66,,2026-05-08,500000.00,SINGLE_CASH,PENDING,
f1525acb1401b153e0a00586a146571b,CUST3E641D85-B6D,,2026-05-08,472814.48,RELATED_CASH,PENDING,
ea1751f1c3464f0121e4a422df3b8dcd,CUST8DE3210A-E13,MKT001,2026-05-08,1000000.00,SINGLE_CASH,PENDING,
732517499cdeefd7fafc15614cec3c20,CUSTB25D1B01-C41,MKT001,2026-05-08,1000000.00,SINGLE_CASH,PENDING,
a10249c3eb9088d993c7549e8e26c722,CUSTB25D1B01-C41,MKT001,2026-05-08,1000000.00,RELATED_CASH,PENDING,
1aa876b3793dd3ca781c9b14700389da,CUST3285866C-3EB,MKT001,2026-05-08,5000000.00,SINGLE_CASH,PENDING,
8077a4d2eefe83e3ec9f5be92ac89ec1,CUSTDF2B8AA1-BFF,MKT001,2026-05-08,5000000.00,SINGLE_CASH,PENDING,
ac4591b96a69a855b52790d6a82166c3,CUST0913B96B-F7A,MKT001,2026-05-08,500000.00,SINGLE_CASH,PENDING,
f1a555dcb3738b65d43abe4e62c3a216,CUST2BF309BD-9F1,MKT001,2026-05-08,500000.00,SINGLE_CASH,PENDING,
d5ff0cada2db1326eba1136e7aa543c7,CUST2BF309BD-9F1,MKT001,2026-05-08,500000.00,RELATED_CASH,PENDING,
d81514bfd5d3dd78315408e6ca3cfb12,CUSTDF2B8AA1-BFF,MKT001,2026-05-08,500000.00,SINGLE_CASH,PENDING,
13e72d2b92d6e94cdb3b783ffebb5683,CUST850D4D60-498,CEB001,2026-05-08,130523.00,RELATED_CASH,PENDING,
d9ee32ad40ef1427cf4356673981cf83,CUST2996B613-5DD,CEB001,2026-05-08,350303.13,RELATED_CASH,PENDING,
134e24250a48b92c82227bcf834da54c,CUST3CA75C86-940,DVO001,2026-05-08,473627.84,RELATED_CASH,PENDING,
d40f6fc73b1bc9070bae4cd316fbfe58,CUST66D62AAB-484,CEB001,2026-05-08,1000000.00,SINGLE_CASH,PENDING,
40bc6bb6ceeb77137ac8f0a3e32f1737,CUST96616D1E-8CF,MKT001,2026-05-08,314231.75,RELATED_CASH,PENDING,
fe9c6f614f093abb5d590fc9f8985ff4,CUST2BBA7A8B-7AC,CEB001,2026-05-08,435152.62,RELATED_CASH,PENDING,
d7299721a3bffabb886d499fd9fd1b81,CUST2996B613-5DD,CEB001,2026-05-08,1000000.00,SINGLE_CASH,PENDING,
bb2db122ebbb20c7a313d4e350bc2c3b,CUST36C3C94E-5F2,MKT001,2026-05-08,487119.14,RELATED_CASH,PENDING,
2ecf5a77e68c7b1c149283a5b9669ecf,CUST97A6C33C-D78,,2026-05-08,5000000.00,RELATED_CASH,PENDING,
60872e1f795d242799a4ef6f795d9b94,CUST97A6C33C-D78,,2026-05-08,5000000.00,SINGLE_CASH,PENDING,
9d246dd863a6e43578d5c2c542a89d61,CUSTEA655EE9-FA9,DVO001,2026-05-08,284514.57,RELATED_CASH,PENDING,
8729ea06a6749fade803107ed371f230,CUST36C3C94E-5F2,MKT001,2026-05-08,500000.00,SINGLE_CASH,PENDING,
b36f8eb7a2843a86f229657cd00986e9,CUST4F44D171-B6A,MKT001,2026-05-08,471322.72,RELATED_CASH,PENDING,
d6f2bffa657ad61e27ff35e372104807,CUST61AC71E4-128,,2026-05-08,1000000.00,SINGLE_CASH,PENDING,
56dcdf533f280d2b145732dcbfdc8afc,CUST114D7126-3CB,,2026-05-08,5000000.00,SINGLE_CASH,PENDING,
6d0d15de6530dd4ce573813f9de3a1dc,CUST57D673CC-A59,DVO001,2026-05-08,466828.66,RELATED_CASH,PENDING,
b662b59fdf616b67541a991141af0bbe,CUSTDFA2715D-807,DVO001,2026-05-08,403552.88,RELATED_CASH,PENDING,
f7c455cbacee929d042632256b7e1bc4,CUST1B198EB9-DF4,MKT001,2026-05-08,1000000.00,SINGLE_CASH,PENDING,
6b237bfd6446781b9a7a0f29bad10bb5,CUST44838683-3A3,CEB001,2026-05-08,500000.00,SINGLE_CASH,PENDING,
912e90f3e7380107341beaad30b6ca8b,CUST44838683-3A3,CEB001,2026-05-08,500000.00,RELATED_CASH,PENDING,
5cd7bdd1e57dbef184e3d8889567d954,CUSTA37853A9-6FE,CEB001,2026-05-08,472044.35,RELATED_CASH,PENDING,
15c306890dd881fdb66de705b66d41c4,CUST910C10A8-958,DVO001,2026-05-08,1000000.00,SINGLE_CASH,PENDING,
d5c801477d0f21b88ee69fbd2586bfae,CUST9AD8355A-E53,DVO001,2026-05-08,274765.31,RELATED_CASH,PENDING,
284283d4589bffc9c0e9eb7a9be1063b,CUST4DB663B6-651,,2026-05-08,5000000.00,SINGLE_CASH,PENDING,
403643f21227912a437a05278628c6ba,CUST2FE1F7BA-843,,2026-05-08,1000000.00,SINGLE_CASH,PENDING,
d7cc4c54fd3bf2b083363a260bf18901,CUSTD58F4A21-BC3,CEB001,2026-05-08,1000000.00,SINGLE_CASH,PENDING,
e763ddde9f1aefe639847df2eb86ee5d,CUSTBE61F2B4-5A9,CEB001,2026-05-08,5000000.00,SINGLE_CASH,PENDING,
2cf629780e2bfa0b3e8ee387efb25705,CUST377AD470-C90,CEB001,2026-05-08,1000000.00,SINGLE_CASH,PENDING,
9965fa127095b692b70c829856c5f87f,CUST4DB663B6-651,,2026-05-08,500000.00,SINGLE_CASH,PENDING,
bd3f3b3fb4dad322f27e77edcd8dbeb5,CUST5FEB429C-30A,MKT001,2026-05-08,5000000.00,SINGLE_CASH,PENDING,
e18455457e3a5353641e065aefd3af6f,CUST41C629F4-623,,2026-05-08,5000000.00,SINGLE_CASH,PENDING,
8473dc41e738b463309668008fbabd61,CUST41C629F4-623,,2026-05-08,5000000.00,RELATED_CASH,PENDING,
7cfb295b794f6700d34bd3ba2de76627,CUST66A7E74D-A65,MKT001,2026-05-08,5000000.00,SINGLE_CASH,PENDING,
b195e1498b0ba532c2c71cb4ec56dfdc,CUSTAEA4ABCB-2A6,CEB001,2026-05-08,1000000.00,SINGLE_CASH,PENDING,
401547fecefa8ffd029d24144ebc7891,CUST8B82D285-CA6,DVO001,2026-05-08,1000000.00,SINGLE_CASH,PENDING,
b1099e869a4f325c3ec28abe19b43306,CUST84AC94C4-4A8,,2026-05-08,162395.75,RELATED_CASH,PENDING,
591b4eefa95e2f1649b381973a032ba9,CUSTF533EE64-B15,,2026-05-08,166767.44,RELATED_CASH,PENDING,
de2d24f5135265bd210e76fdbbbf6063,CUSTF3BD4FAC-34C,CEB001,2026-05-08,5000000.00,SINGLE_CASH,PENDING,
8dc83b10b178e86b8e0a295b46e21153,CUST2AA08911-E1E,CEB001,2026-05-08,500000.00,SINGLE_CASH,PENDING,
5cff81795504f5b7ec0d578532b13fea,CUST2AA08911-E1E,CEB001,2026-05-08,1000000.00,SINGLE_CASH,PENDING,
ac7eacc31e7c72c8782cecebb6e188cd,CUST4F44D171-B6A,MKT001,2026-05-08,1000000.00,SINGLE_CASH,PENDING,
daee71d2532ef46bb442ce38852e61d1,CUST36420E8C-B00,DVO001,2026-05-08,500000.00,SINGLE_CASH,PENDING,
2361970c8aa1a1c4dc6d083543e3fe19,CUSTEA5BB60D-242,DVO001,2026-05-08,1000000.00,SINGLE_CASH,PENDING,
2147fb5a8dc9f0569aebb593a82c16e5,CUST384F424A-A8D,DVO001,2026-05-08,1000000.00,SINGLE_CASH,PENDING,
2bbf1935704d610c738e14b70f3a2822,CUST86089A72-538,DVO001,2026-05-08,5000000.00,SINGLE_CASH,PENDING,
2fbc69555904057ed1d9ff00a2a0a62b,CUSTC9084ADB-C9A,MKT001,2026-05-08,1000000.00,SINGLE_CASH,PENDING,
87df43ec772721ca94435ab9fa2db9d3,CUSTC9084ADB-C9A,MKT001,2026-05-08,1000000.00,RELATED_CASH,PENDING,
f878382a2afb5da80976d379ea4c96b4,CUST9AD8355A-E53,DVO001,2026-05-08,1000000.00,SINGLE_CASH,PENDING,
